H0,F0,C,g,e,rh,rf,th,tf,dh,df,Modeled_RDI,Final_Lymphoma_Burden,Final_Reserve_Index
0.7945138678252374,0.6975526150289357,0.46399141019630064,0.26562493070021836,0.6972237784384361,0.14526476566798555,0.12804912686845826,0.15827897269540234,0.13935938690335462,0.15725203376801342,0.03639585338485583,0.6709444444444427,0.13662905825881236,0.38286762056356477
0.6887607793187976,0.683233798815538,0.41111288237413,0.20767856268502324,0.5564227237791988,0.2583105736946084,0.08632166511950395,0.20146517361863037,0.15312039353632545,0.12066688268113465,0.06078007543160102,0.6349444444444466,0.19879834358686072,0.3629615823252749
0.782534104630841,0.6880584528760394,0.20352322890043573,0.2505912236767415,0.5368766446725692,0.2248725682601589,0.20891978756708207,0.10191623509661246,0.16279610954174062,0.14225123067402276,0.10193055616201217,0.7499999999999896,0.17312312945828137,0.46318490049262573
0.7231010251031641,0.5794130544719837,0.20107213385448605,0.2610327869010973,0.5756933861459854,0.25842993457325353,0.21141710944272563,0.09727323606794903,0.23930189519512363,0.11862389170114113,0.11104426050355772,0.7487222222222121,0.1558744082933873,0.42003630742674064
0.7855314849498463,0.6462102564913323,0.36706352291816646,0.22726201248814445,0.5110974947936722,0.2597849642360346,0.08930538692535246,0.1891639283970902,0.16600296372550302,0.09463782311756545,0.05213699773451075,0.6496666666666672,0.23468568192241054,0.36888068023988774
0.7653395621295107,0.5105242452737296,0.38868572815452385,0.21298913089334068,0.5192426813429878,0.2384423237429487,0.14539551563223546,0.10053921501732051,0.23164225471054017,0.08505258486736861,0.11094882864082277,0.613277777777782,0.2395371296801926,0.37715183126753443
0.7141875641626172,0.6118838729485362,0.31816290596085817,0.22008825212487276,0.6696199606607207,0.2699481331179442,0.1461378699217254,0.21011309875634948,0.12574322619374734,0.11280161168772898,0.04839205483579112,0.7062777777777722,0.11103392980795389,0.41956833804418864
0.7366744944245169,0.798344945014838,0.18569155772152052,0.22259746347970016,0.7271402673259073,0.16737543727792914,0.13630711880321922,0.09256712488593628,0.11301655418550631,0.13510009153145852,0.10574147461103042,0.7515972222222117,0.07460316807150623,0.5038638083871247
0.5314217275695625,0.8616060038530791,0.42062776774697586,0.2375325914560802,0.5441948521264084,0.19297413614343284,0.17939099513468187,0.10816898156377858,0.18209527393809266,0.09147785580357967,0.0582367244611563,0.7019444444444394,0.1879363852050867,0.41244088149874447
0.701622629110865,0.49711763538167103,0.4268918738100299,0.17238204239962457,0.6679135719393892,0.1899547094734076,0.1670106484227011,0.20911305342613012,0.21339712396896332,0.12048090166858957,0.03967644203983832,0.5809444444444495,0.14581951057344766,0.33790403603183444
0.7440061078415954,0.6793219711374667,0.19429966371971039,0.17755344870366493,0.7497818589887534,0.23151957430281475,0.18427860390289336,0.13852644814129542,0.10783285747128063,0.06945195501601618,0.06673854742147713,0.7499999999999896,0.05683007227378892,0.5310464248409595
0.6858807057808334,0.7900177298328683,0.18911212886854434,0.2752716661357016,0.6603463634176481,0.21426037822616065,0.14967836578207122,0.19858733742664927,0.13123103300502947,0.108645729186234,0.10800805829567055,0.7489444444444342,0.11921435190250144,0.4199036937035656
0.7085831150513151,0.6137790951758879,0.3053399446984787,0.22746997417280262,0.5065382726311174,0.17688018056089747,0.11746050000018057,0.23862964531210995,0.10063044667090021,0.11450930838351006,0.11735183163390336,0.6150555555555598,0.25858481013885626,0.3412371930937029
0.7860310177498966,0.8753992998597371,0.5817802154993107,0.2320209587595387,0.6082826302802808,0.1472164037611257,0.10208697458215533,0.1121867028812349,0.14910001314228893,0.15045697837792896,0.05597349062643039,0.6941249999999959,0.15149687607578421,0.3880956934320854
0.8482891930249372,0.7908837963514659,0.4374196627250766,0.22473056316733547,0.7458556272905668,0.18474905390532542,0.18930880563576796,0.17628558875300981,0.14364254095430404,0.06643346321936935,0.080509814086458,0.7575694444444339,0.06845472554837412,0.43324915084552906
0.60119324367048,0.8510974830283236,0.3643822402478873,0.2639585982721038,0.520242535720735,0.2232012390755741,0.144602974666461,0.13202737871934678,0.11196047276489594,0.12443377820242457,0.10877228655513603,0.7499999999999896,0.19186682366044788,0.4221718799302202
