H0,F0,C,Modeled_RDI,Final_L,Final_H,Final_F,Final_DTRI
0.45,0.8500000000000001,0.35,0.651166666666667,0.16082210757269086,0.4172397215372505,0.4758888736289909,0.3951389941934944
0.45,0.8625,0.35,0.6566111111111109,0.1579844531862599,0.41793191931501006,0.47836105835967213,0.39674207596939826
0.45,0.875,0.35,0.6619444444444437,0.1552226053619505,0.4185783926465885,0.4807838456476036,0.3982970347808923
0.45,0.8875000000000001,0.35,0.6672777777777764,0.15248057735539072,0.41915235700656583,0.48312610636146863,0.3997830274913707
0.45,0.9,0.35,0.672499999999998,0.14981669216944474,0.41968535930304074,0.48542463430019067,0.4012249989189264
0.4625,0.4,0.35,0.5500000000000045,0.2129762232933903,0.35140791748294875,0.3365635019843692,0.3014748346611359
0.4625,0.41250000000000003,0.35,0.5500000000000045,0.2129762232933903,0.35402769304857656,0.3412739560509047,0.30470668090391645
0.4625,0.42500000000000004,0.35,0.5500000000000045,0.2129762232933903,0.35662697340575894,0.3459659597876233,0.30791834541612145
0.4625,0.4375,0.35,0.5500000000000045,0.2129762232933903,0.35920597512654756,0.3506397049690753,0.31111009810051593
0.4625,0.45,0.35,0.5500000000000045,0.2129762232933903,0.36176491188520105,0.3552953808328655,0.3142822017997379
0.4625,0.4625,0.35,0.5500000000000045,0.2129762232933903,0.364303994505803,0.3599331741210074,0.317434912639281
0.4625,0.47500000000000003,0.35,0.5500000000000045,0.2129762232933903,0.3668234310089538,0.364553269120488,0.32056848034616353
0.4625,0.48750000000000004,0.35,0.5500000000000045,0.2129762232933903,0.3693234266575458,0.3691558477030336,0.32368314854540103
0.4625,0.5,0.35,0.5500000000000045,0.2129762232933903,0.3718041840016462,0.37374108936410794,0.3267791550362061
0.4625,0.5125000000000001,0.35,0.5500000000000045,0.2129762232933903,0.374265902922517,0.37830917126116054,0.3298567320496465
0.4625,0.525,0.35,0.5500000000000045,0.2129762232933903,0.3767087806757696,0.3828602682511389,0.3329161064893061
0.4625,0.5375000000000001,0.35,0.5500000000000045,0.2129762232933903,0.3791330119336995,0.38739455292727465,0.3359575001563608
0.4625,0.55,0.35,0.5500000000000045,0.2129762232933903,0.3815387888268025,0.3919121956551752,0.33898112996033997
0.4625,0.5625,0.35,0.5500000000000045,0.2129762232933903,0.38392630098449143,0.3964133646082263,0.3419872081167175
0.4625,0.5750000000000001,0.35,0.5500000000000045,0.2129762232933903,0.3862957355750415,0.40089822580231554,0.34497594233237716
0.4625,0.5875,0.35,0.5500000000000045,0.2129762232933903,0.38864727734477283,0.4053669431299067,0.34794753597990036
0.4625,0.6000000000000001,0.35,0.5500000000000045,0.2129762232933903,0.39098110865648456,0.4098196783934645,0.35090218826153025
0.4625,0.6125,0.35,0.5500000000000045,0.2129762232933903,0.3932974095271695,0.41425659133825454,0.353840094363602
0.4625,0.625,0.35,0.5523888888888934,0.21185978432155303,0.3954913792678317,0.41850973573639266,0.35672976872464557
0.4625,0.6375000000000001,0.35,0.5582777777777823,0.20906169430565197,0.3974691340995901,0.4224474000917354,0.3595195796284479
0.4625,0.65,0.35,0.5641666666666713,0.2062035197787969,0.3993648174382566,0.42629237076479487,0.3622392929554939
